1090000079,37.681053,121.0876
1090000080,32.798195,117.11649
1090000081,39.495934,106.62359
1090000099,34.358906,107.31087
1090000078,27.426666,106.20998
1090000156,36.25878,111.30892
1090000161,39.496033,106.62347
1090000150,36.224445,117.606865
1090000166,36.20764,117.65252
1090000178,22.31726,110.9022
1090000180,21.923557,108.88313
1090000179,31.017076,104.299545
1090000097,35.271908,113.09579
1090000222,34.760933,111.38283
1090000252,43.25074,126.052895
1090000280,41.65278,79.54931
1090000173,38.1109,99.18453
1090000151,28.432434,102.25764
1090000146,35.010906,108.96579
1090000148,39.496067,106.62343
1090000372,39.496048,106.62355
1090000287,36.591095,118.235176
1090002469,23.36622,107.52395
1090000354,29.63673,104.42107
1090000302,28.253286,105.25612
1090000316,29.069887,106.98564
1090000142,32.79823,117.11655
1090000170,36.683815,118.23431
1090000111,29.743967,106.351456
1090000128,34.715534,111.80609
1090000119,29.500147,120.82016
1090000110,36.74742,113.79704
1090000367,29.743896,106.35153
1090000369,30.81754,105.42426
1090000113,30.73984,104.19935
1090000121,34.4412,111.87484
1090000129,33.23625,113.70235
1090000101,29.134876,107.13397
1090000244,30.35161,107.37905
1090000272,26.01558,119.46046
1090000126,30.184446,104.57708
1090000141,39.401325,112.59265
1090000263,37.11125,113.26207
1090000282,36.854275,111.57551
1090000820,36.56304,104.146255
1090000228,36.483475,113.12648
1090000264,34.76565,104.88913
1090000889,23.63611,115.08999
1090000240,29.261578,103.70532
1090000955,36.563175,104.146095
1090001019,29.74395,106.35135
1090001054,34.842834,111.709496
1090001067,29.743933,106.3514
1090001074,43.537453,87.665855
1090001059,24.54963,111.13711
1090001060,25.643843,118.96717
1090001072,29.07604,106.16507
1090001205,19.649004,109.494774
1090001225,43.774975,87.64256
1090001230,35.31628,111.58149
1090001624,32.722477,114.11952
1090001887,32.72114,114.1174
1090001863,32.72283,114.1182
1090002147,30.440153,105.5842
1090002181,30.42734,104.11332
1090002096,30.652233,104.55688
1090002178,30.65157,104.555984
1090002074,26.43227,101.85317
1090002149,25.372383,118.73033
1090002077,22.888386,100.89492
1090002037,36.37541,116.68468
1090002069,32.613697,116.824135
1090002155,30.368616,117.72863
1090002032,32.61503,116.824066
1090002036,32.61377,116.82421
1090001570,35.63059,119.75764
1090001552,36.526653,117.99508
1090001601,27.633423,112.01997
1090001523,30.870203,113.06563
1090001524,24.925737,102.89424
1090001980,32.606766,116.826546
1090001926,32.61387,116.82424
1090001931,24.557377,111.14383
1090002492,30.381603,114.902855
1090002771,35.93434,118.91556
